pathway,source,interactiontype,target
Aminoacyl-tRNA biosynthesis,nars1*nars2,compound,
Aminoacyl-tRNA biosynthesis,,compound,eprs1*pars2
Aminoacyl-tRNA biosynthesis,ears2*eprs1,compound,
Aminoacyl-tRNA biosynthesis,,compound,yars2*yars1
Aminoacyl-tRNA biosynthesis,,compound,kars1
Aminoacyl-tRNA biosynthesis,,compound,mars1*mars2
Aminoacyl-tRNA biosynthesis,,compound,tars3*tars1*tars2
Aminoacyl-tRNA biosynthesis,,compound,gars1
Aminoacyl-tRNA biosynthesis,,compound,sars2*sars1
Aminoacyl-tRNA biosynthesis,mars1*mars2,compound,mtfmt
Aminoacyl-tRNA biosynthesis,sars2*sars1,compound,pstk
Aminoacyl-tRNA biosynthesis,pstk,compound,sepsecs
Amoebiasis,serpinb6*serpinb9*serpinb10*serpinb13*serpinb3*serpinb4,inhibition,ctsg
Amoebiasis,c01074,activation$indirect effect,c00076
Amoebiasis,gna11*gna15*gnaq*gna14,activation$indirect effect,plcb1*plcb2*plcb3*plcb4
Amoebiasis,tlr2*tlr4*cd14,activation$indirect effect,nfkb1*rela
Amoebiasis,gnal*gnas,activation$indirect effect,adcy1
Amoebiasis,itgam*itgb2,activation,p3r3urf-pik3r3*pik3ca*pik3cb*pik3cd*pik3r1*pik3r2*pik3r3
Amoebiasis,hspb1,inhibition$indirect effect,nfkb1*rela
Amoebiasis,il1b,activation,il1r1*il1r2
Amoebiasis,prdx1,inhibition,c00027
Amoebiasis,plcb1*plcb2*plcb3*plcb4,compound$activation,prkca*prkcb*prkcg
Amoebiasis,adcy1,compound$activation$indirect effect,prkaca*prkacb*prkacg
Amoebiasis,p3r3urf-pik3r3*pik3ca*pik3cb*pik3cd*pik3r1*pik3r2*pik3r3,activation$indirect effect,c00027
Amoebiasis,il1r1*il1r2,activation$indirect effect,nfkb1*rela
Amphetamine addiction,prkca*prkcb*prkcg,activation,slc6a3
Amphetamine addiction,c03758,activation,drd1
Amphetamine addiction,c00025,activation,gria1*gria2*gria3*gria4
Amphetamine addiction,c00076,binding/association,calml6*calml5*calm1*calm2*calm3*calml3*calml4
Amphetamine addiction,dr:d07445,activation,camk2a*camk2b*camk2d*camk2g
Amphetamine addiction,ppp1r1b,inhibition,ppp1ca*ppp1cb*ppp1cc
Amphetamine addiction,dr:d07445,activation,th
Amphetamine addiction,dr:d07445,inhibition,maoa*maob
Amphetamine addiction,c00025,activation,grin3a*grin3b*grin1*grin2a*grin2b*grin2c*grin2d
Amphetamine addiction,calml6*calml5*calm1*calm2*calm3*calml3*calml4,activation,ppp3ca*ppp3cb*ppp3cc*ppp3r1*ppp3r2
Amphetamine addiction,calml6*calml5*calm1*calm2*calm3*calml3*calml4,activation,camk4*camk2a*camk2b*camk2d*camk2g
Amphetamine addiction,ppp1ca*ppp1cb*ppp1cc,inhibition$dephosphorylation,creb3*creb1*atf2*atf6b*creb3l4*atf4*creb3l2*creb3l3*creb3l1*creb5
Amphetamine addiction,drd1,activation,gnas
Amphetamine addiction,camk2a*camk2b*camk2d*camk2g,activation,slc6a3
Amphetamine addiction,camk4*camk2a*camk2b*camk2d*camk2g,activation,creb3*creb1*atf2*atf6b*creb3l4*atf4*creb3l2*creb3l3*creb3l1*creb5
Amphetamine addiction,gnas,activation,adcy5
Amphetamine addiction,creb3*creb1*atf2*atf6b*creb3l4*atf4*creb3l2*creb3l3*creb3l1*creb5,expression,fosb
Amphetamine addiction,creb3*creb1*atf2*atf6b*creb3l4*atf4*creb3l2*creb3l3*creb3l1*creb5,expression,fos
Amphetamine addiction,creb3*creb1*atf2*atf6b*creb3l4*atf4*creb3l2*creb3l3*creb3l1*creb5,expression,arc
Amphetamine addiction,creb3*creb1*atf2*atf6b*creb3l4*atf4*creb3l2*creb3l3*creb3l1*creb5,expression,pdyn
Amphetamine addiction,slc6a3,binding/association,stx1a
Amphetamine addiction,adcy5,activation,c00575
Amphetamine addiction,fosb,binding/association,sirt1
Amphetamine addiction,fosb,repression,fos
Amphetamine addiction,fosb,binding/association,hdac1*hdac2
Amphetamine addiction,fosb,binding/association,jun
Amphetamine addiction,c00575,activation,prkaca*prkacb*prkacg
Amphetamine addiction,sirt1,repression,fos
Amphetamine addiction,hdac1*hdac2,repression,fos
Amphetamine addiction,prkaca*prkacb*prkacg,activation$phosphorylation,gria1*gria2*gria3*gria4
Amphetamine addiction,prkaca*prkacb*prkacg,activation$phosphorylation,grin3a*grin3b*grin1*grin2a*grin2b*grin2c*grin2d
Amphetamine addiction,prkaca*prkacb*prkacg,activation$phosphorylation,cacna1c*cacna1d
AMPK signaling pathway,adipoq,activation,adipor1*adipor2
AMPK signaling pathway,foxo1*foxo3,state change,foxo1*foxo3
AMPK signaling pathway,hnf4a,expression,g6pc*g6pc2*g6pc3
AMPK signaling pathway,hnf4a,expression,pck1*pck2
AMPK signaling pathway,stradb*strada*stk11*cab39*cab39l,activation$phosphorylation,prkag2*prkag3*prkaa1*prkaa2*prkab1*prkab2*prkag1
AMPK signaling pathway,map3k7,activation$phosphorylation,prkag2*prkag3*prkaa1*prkaa2*prkab1*prkab2*prkag1
AMPK signaling pathway,igf1,activation,igf1r
AMPK signaling pathway,creb3*creb1*creb3l4*creb3l2*creb3l3*creb3l1*creb5,binding/association,crtc2
AMPK signaling pathway,ins,activation,insr
AMPK signaling pathway,c00003,activation,sirt1
AMPK signaling pathway,adra1a,activation$indirect effect,prkag2*prkag3*prkaa1*prkaa2*prkab1*prkab2*prkag1
AMPK signaling pathway,c00665,inhibition,fbp1*fbp2
AMPK signaling pathway,c00665,activation,pfkl*pfkm*pfkp
AMPK signaling pathway,c00083,inhibition,cpt1c*cpt1a*cpt1b
AMPK signaling pathway,cidea,inhibition,prkag2*prkag3*prkaa1*prkaa2*prkab1*prkab2*prkag1
AMPK signaling pathway,lep,activation,lepr
AMPK signaling pathway,adipor1*adipor2,activation$indirect effect,c00076
AMPK signaling pathway,igf1r,activation,irs1*irs4*irs2
AMPK signaling pathway,insr,activation,irs1*irs4*irs2
AMPK signaling pathway,c00076,activation,camkk2
AMPK signaling pathway,irs1*irs4*irs2,activation,p3r3urf-pik3r3*pik3ca*pik3cb*pik3cd*pik3r1*pik3r2*pik3r3
AMPK signaling pathway,camkk2,activation$phosphorylation,prkag2*prkag3*prkaa1*prkaa2*prkab1*prkab2*prkag1
AMPK signaling pathway,p3r3urf-pik3r3*pik3ca*pik3cb*pik3cd*pik3r1*pik3r2*pik3r3,activation,c05981
AMPK signaling pathway,prkag2*prkag3*prkaa1*prkaa2*prkab1*prkab2*prkag1,activation$phosphorylation,pfkfb1*pfkfb2*pfkfb3*pfkfb4
AMPK signaling pathway,prkag2*prkag3*prkaa1*prkaa2*prkab1*prkab2*prkag1,activation$phosphorylation,eef2k
AMPK signaling pathway,prkag2*prkag3*prkaa1*prkaa2*prkab1*prkab2*prkag1,activation$phosphorylation,ppargc1a
AMPK signaling pathway,prkag2*prkag3*prkaa1*prkaa2*prkab1*prkab2*prkag1,activation$phosphorylation,mlycd
AMPK signaling pathway,prkag2*prkag3*prkaa1*prkaa2*prkab1*prkab2*prkag1,activation$phosphorylation,tsc2*tsc1
AMPK signaling pathway,prkag2*prkag3*prkaa1*prkaa2*prkab1*prkab2*prkag1,inhibition$phosphorylation,tbc1d1
AMPK signaling pathway,prkag2*prkag3*prkaa1*prkaa2*prkab1*prkab2*prkag1,inhibition$phosphorylation,crtc2
AMPK signaling pathway,prkag2*prkag3*prkaa1*prkaa2*prkab1*prkab2*prkag1,inhibition$phosphorylation,gys1*gys2
AMPK signaling pathway,prkag2*prkag3*prkaa1*prkaa2*prkab1*prkab2*prkag1,activation$indirect effect,cd36
AMPK signaling pathway,prkag2*prkag3*prkaa1*prkaa2*prkab1*prkab2*prkag1,inhibition$phosphorylation,lipe
AMPK signaling pathway,prkag2*prkag3*prkaa1*prkaa2*prkab1*prkab2*prkag1,inhibition$indirect effect,srebf1
AMPK signaling pathway,prkag2*prkag3*prkaa1*prkaa2*prkab1*prkab2*prkag1,inhibition$phosphorylation,hmgcr
AMPK signaling pathway,prkag2*prkag3*prkaa1*prkaa2*prkab1*prkab2*prkag1,inhibition,elavl1
AMPK signaling pathway,prkag2*prkag3*prkaa1*prkaa2*prkab1*prkab2*prkag1,inhibition$phosphorylation,cftr
AMPK signaling pathway,prkag2*prkag3*prkaa1*prkaa2*prkab1*prkab2*prkag1,inhibition$phosphorylation,acacb
AMPK signaling pathway,prkag2*prkag3*prkaa1*prkaa2*prkab1*prkab2*prkag1,inhibition$phosphorylation,acaca
AMPK signaling pathway,prkag2*prkag3*prkaa1*prkaa2*prkab1*prkab2*prkag1,inhibition$phosphorylation,mtor*rptor*akt1s1
AMPK signaling pathway,c05981,activation,pdpk1
AMPK signaling pathway,eef2k,inhibition,eef2
AMPK signaling pathway,tbc1d1,inhibition,rab10*rab8a*rab14*rab2a*rab11b
AMPK signaling pathway,crtc2,expression,pck1*pck2
AMPK signaling pathway,crtc2,expression,ppargc1a
AMPK signaling pathway,srebf1,expression,fasn
AMPK signaling pathway,srebf1,expression,acaca
AMPK signaling pathway,srebf1,expression,scd*scd5
AMPK signaling pathway,elavl1,activation,ccnd1
AMPK signaling pathway,elavl1,activation,ccna2*ccna1
AMPK signaling pathway,pdpk1,activation$phosphorylation,akt3*akt1*akt2
AMPK signaling pathway,rab10*rab8a*rab14*rab2a*rab11b,activation,slc2a4
AMPK signaling pathway,ppargc1a,state change,ppargc1a
AMPK signaling pathway,akt3*akt1*akt2,inhibition,tsc2*tsc1
AMPK signaling pathway,ppargc1a,expression,slc2a4
AMPK signaling pathway,tsc2*tsc1,inhibition,rheb
AMPK signaling pathway,rheb,activation,mtor*rptor*akt1s1
AMPK signaling pathway,mtor*rptor*akt1s1,inhibition,eif4ebp1
AMPK signaling pathway,mtor*rptor*akt1s1,inhibition,ulk1
AMPK signaling pathway,mtor*rptor*akt1s1,activation,rps6kb1*rps6kb2
AMPK signaling pathway,mtor*rptor*akt1s1,activation,pparg
Antifolate resistance,dr:d06238,inhibition,dhfr*dhfr2
Antifolate resistance,chuk*ikbkb*ikbkg,activation$indirect effect,nfkb1*rela
Antifolate resistance,c21279,inhibition,tyms
Antifolate resistance,dr:d10803,inhibition,tyms
Antifolate resistance,dr:d05999,inhibition,dhfr*dhfr2
Antifolate resistance,nfkb1*rela,expression,tnf
Antifolate resistance,nfkb1*rela,expression,il1b
Antifolate resistance,nfkb1*rela,expression,il6
Apelin signaling pathway,apela*apln,activation,aplnr
Apelin signaling pathway,apela*apln,repression,tgfbr1
Apelin signaling pathway,apela*apln,repression,serpine1
Apelin signaling pathway,agtr1,activation,serpine1
Apelin signaling pathway,aplnr,binding/association,gnb5*gnaq*gnb1*gnb2*gnb3*gng3*gng4*gng5*gng7*gng10*gng11*gngt1*gngt2*gng13*gng2*gng12*gnb4*gng8
Apelin signaling pathway,aplnr,binding/association,gnb5*gnai1*gnai2*gnai3*gnb1*gnb2*gnb3*gng3*gng4*gng5*gng7*gng10*gng11*gngt1*gngt2*gng13*gng2*gng12*gnb4*gng8
Apelin signaling pathway,aplnr,binding/association,gna13*gnb5*gnb1*gnb2*gnb3*gng3*gng4*gng5*gng7*gng10*gng11*gngt1*gngt2*gng13*gng2*gng12*gnb4*gng8
Apelin signaling pathway,aplnr,expression$indirect effect,pik3r4*pik3c3
Apelin signaling pathway,tgfbr1,activation,smad2*smad3
Apelin signaling pathway,serpine1,inhibition,plat
Apelin signaling pathway,gnb5*gnai1*gnai2*gnai3*gnb1*gnb2*gnb3*gng3*gng4*gng5*gng7*gng10*gng11*gngt1*gngt2*gng13*gng2*gng12*gnb4*gng8,inhibition,adcy1*adcy2*adcy3*adcy5*adcy6*adcy7*adcy8*adcy9*adcy4*adcy10
Apelin signaling pathway,gnb5*gnai1*gnai2*gnai3*gnb1*gnb2*gnb3*gng3*gng4*gng5*gng7*gng10*gng11*gngt1*gngt2*gng13*gng2*gng12*gnb4*gng8,activation,pik3r6*pik3r5*pik3cg
Apelin signaling pathway,gnb5*gnai1*gnai2*gnai3*gnb1*gnb2*gnb3*gng3*gng4*gng5*gng7*gng10*gng11*gngt1*gngt2*gng13*gng2*gng12*gnb4*gng8,activation,prkce
Apelin signaling pathway,gna13*gnb5*gnb1*gnb2*gnb3*gng3*gng4*gng5*gng7*gng10*gng11*gngt1*gngt2*gng13*gng2*gng12*gnb4*gng8,activation$indirect effect,camk4
Apelin signaling pathway,gnb5*gnaq*gnb1*gnb2*gnb3*gng3*gng4*gng5*gng7*gng10*gng11*gngt1*gngt2*gng13*gng2*gng12*gnb4*gng8,activation,prkag2*prkag3*prkaa1*prkaa2*prkab1*prkab2*prkag1
Apelin signaling pathway,gnb5*gnaq*gnb1*gnb2*gnb3*gng3*gng4*gng5*gng7*gng10*gng11*gngt1*gngt2*gng13*gng2*gng12*gnb4*gng8,activation,rras2*mras*hras*kras*nras*rras
Apelin signaling pathway,gnb5*gnaq*gnb1*gnb2*gnb3*gng3*gng4*gng5*gng7*gng10*gng11*gngt1*gngt2*gng13*gng2*gng12*gnb4*gng8,activation,plcb1*plcb2*plcb3*plcb4
Apelin signaling pathway,pik3r4*pik3c3,binding/association,becn2*becn1
Apelin signaling pathway,smad2*smad3,binding/association,smad4
Apelin signaling pathway,plat,inhibition,c00290
Apelin signaling pathway,adcy1*adcy2*adcy3*adcy5*adcy6*adcy7*adcy8*adcy9*adcy4*adcy10,activation,c00575
Apelin signaling pathway,pik3r6*pik3r5*pik3cg,phosphorylation$indirect effect,akt3*akt1*akt2
Apelin signaling pathway,camk4,inhibition$phosphorylation,hdac5*hdac4
Apelin signaling pathway,prkag2*prkag3*prkaa1*prkaa2*prkab1*prkab2*prkag1,expression$indirect effect,ppargc1a
Apelin signaling pathway,prkag2*prkag3*prkaa1*prkaa2*prkab1*prkab2*prkag1,expression$indirect effect,klf2
Apelin signaling pathway,prkag2*prkag3*prkaa1*prkaa2*prkab1*prkab2*prkag1,repression$indirect effect,sphk2*sphk1
Apelin signaling pathway,prkag2*prkag3*prkaa1*prkaa2*prkab1*prkab2*prkag1,expression,plin1
Apelin signaling pathway,plcb1*plcb2*plcb3*plcb4,activation,c01245
Apelin signaling pathway,plcb1*plcb2*plcb3*plcb4,activation,c00165
Apelin signaling pathway,becn2*becn1,activation,hsa:392288*map1lc3c*map1lc3b2*map1lc3b*map1lc3a
Apelin signaling pathway,smad4*smad2*smad3,expression,sphk2*sphk1
Apelin signaling pathway,smad4*smad2*smad3,expression,acta2
Apelin signaling pathway,smad4*smad2*smad3,expression,ccn2
Apelin signaling pathway,smad4*smad2*smad3,repression,cdh1
Apelin signaling pathway,akt3*akt1*akt2,activation$phosphorylation,pde3b
Apelin signaling pathway,akt3*akt1*akt2,activation$phosphorylation,mapk1*mapk3
Apelin signaling pathway,akt3*akt1*akt2,activation$phosphorylation,nos1*nos2*nos3
Apelin signaling pathway,akt3*akt1*akt2,activation$indirect effect,mtor
Apelin signaling pathway,hdac5*hdac4,repression,mef2b*mef2a*borcs8-mef2b*mef2c*mef2d
Apelin signaling pathway,ppargc1a,expression,ucp1
Apelin signaling pathway,ppargc1a,expression,nrf1
Apelin signaling pathway,ppargc1a,expression,tfam
Apelin signaling pathway,c01245,activation,itpr1*itpr2*itpr3
Apelin signaling pathway,c01245,activation,ryr1*ryr2*ryr3
Apelin signaling pathway,c00165,activation,prkce
Apelin signaling pathway,sphk2*sphk1,activation,c06124
Apelin signaling pathway,pde3b,inhibition,c00575
Apelin signaling pathway,mtor,activation$phosphorylation,rps6kb1*rps6kb2
Apelin signaling pathway,mef2b*mef2a*borcs8-mef2b*mef2c*mef2d,expression,klf2
Apelin signaling pathway,ryr1*ryr2*ryr3,activation,c00076
Apelin signaling pathway,prkce,activation,slc9a1
Apelin signaling pathway,prkce,activation,mylk4*mylk*mylk2*mylk3
Apelin signaling pathway,prkce,activation,rras2*mras*hras*kras*nras*rras
Apelin signaling pathway,c00575,activation,prkaca*prkacb*prkacg
Apelin signaling pathway,klf2,expression,nos1*nos2*nos3
Apelin signaling pathway,c00076,activation,calml6*calml5*calm1*calm2*calm3*calml3*calml4
Apelin signaling pathway,rras2*mras*hras*kras*nras*rras,activation,raf1
Apelin signaling pathway,prkaca*prkacb*prkacg,activation$phosphorylation,lipe
Apelin signaling pathway,calml6*calml5*calm1*calm2*calm3*calml3*calml4,activation,mylk4*mylk*mylk2*mylk3
Apelin signaling pathway,calml6*calml5*calm1*calm2*calm3*calml3*calml4,activation,nos1*nos2*nos3
Apelin signaling pathway,raf1,activation$phosphorylation,map2k1*map2k2
Apelin signaling pathway,mylk4*mylk*mylk2*mylk3,activation$phosphorylation,myl2*myl3*myl4
Apelin signaling pathway,nos1*nos2*nos3,activation,c00533
Apelin signaling pathway,map2k1*map2k2,activation$phosphorylation,mapk1*mapk3
Apelin signaling pathway,mapk1*mapk3,activation,slc9a1
Apelin signaling pathway,mapk1*mapk3,activation,rps6kb1*rps6kb2
Apelin signaling pathway,mapk1*mapk3,expression,egr1
Apelin signaling pathway,mapk1*mapk3,activation$phosphorylation,rps6kb1*rps6kb2
Apelin signaling pathway,mapk1*mapk3,expression,jag1
Apelin signaling pathway,egr1,expression,spp1
Apelin signaling pathway,rps6kb1*rps6kb2,activation,rps6
Apelin signaling pathway,jag1,binding/association,notch3
Apelin signaling pathway,jag1*notch3,expression,ccnd1
Apoptosis - multiple species,birc7,inhibition,casp7
Apoptosis - multiple species,ngfr,activation,fadd
Apoptosis - multiple species,mapk8*mapk9*mapk10,activation$indirect effect,apaf1
Apoptosis - multiple species,tnfrsf1a,activation,fadd
Apoptosis - multiple species,cycs,activation,apaf1
Apoptosis - multiple species,bcl2l11*bbc3*pmaip1*bid,inhibition,bcl2*bcl2l1
Apoptosis - multiple species,diablo,inhibition,birc2*birc3*xiap*birc5
Apoptosis - multiple species,htra2,inhibition,birc2*birc3*xiap*birc5
Apoptosis - multiple species,septin4,inhibition,birc2*birc3*xiap*birc5
Apoptosis - multiple species,fadd,activation,casp8
Apoptosis - multiple species,apaf1,activation,casp9
Apoptosis - multiple species,bcl2l1,inhibition,bak1
Apoptosis - multiple species,bcl2*bcl2l1,inhibition,bax
Apoptosis - multiple species,bcl2*bcl2l1,inhibition,bak1
Apoptosis - multiple species,birc2*birc3*xiap*birc5,inhibition,casp7
Apoptosis - multiple species,birc2*birc3*xiap*birc5,inhibition,casp3
Apoptosis - multiple species,birc2*birc3*xiap*birc5,inhibition,casp9
Apoptosis - multiple species,casp8,activation,casp7
Apoptosis - multiple species,casp9,activation,casp7
Apoptosis - multiple species,casp9,activation,casp3
Arachidonic acid metabolism,pla2g4b*plaat3*pla2g4e*plb1*pla2g4f*pla2g2d*pla2g4d*pla2g2e*pla2g2c*pla2g3*pla2g1b*pla2g2a*pla2g4a*pla2g5*plaat2*pla2g2f*pla2g12a*pla2g6*pla2g10*pla2g12b*pla2g4c*jmjd7-pla2g4b,compound,
Arachidonic acid metabolism,cyp2u1,compound,
Arachidonic acid metabolism,cyp4f3*cyp4f2,compound,
Arachidonic acid metabolism,cyp2e1,compound,
Arachidonic acid metabolism,alox5,compound,
Arachidonic acid metabolism,ptgs1*ptgs2,compound,
Arachidonic acid metabolism,alox15*alox15b,compound,
Arachidonic acid metabolism,cyp2b6*cyp2c8*cyp2c9*cyp2j2,compound,
Arachidonic acid metabolism,cyp2b6*cyp2c9*cyp2j2,compound,
Arachidonic acid metabolism,cyp2b6*cyp2j2,compound,
Arachidonic acid metabolism,alox12,compound,
Arachidonic acid metabolism,alox12b,compound,
Arachidonic acid metabolism,alox15b,compound,
Arachidonic acid metabolism,cyp4f3*cyp4f2,compound,cyp2j2
Arachidonic acid metabolism,cyp2u1,compound,cyp2j2
Arachidonic acid metabolism,pla2g4b*plaat3*pla2g4e*plb1*pla2g4f*pla2g2d*pla2g4d*pla2g2e*pla2g2c*pla2g3*pla2g1b*pla2g2a*pla2g4a*pla2g5*plaat2*pla2g2f*pla2g12a*pla2g6*pla2g10*pla2g12b*pla2g4c*jmjd7-pla2g4b,compound,cyp2j2
Arachidonic acid metabolism,alox15b,compound,cyp2j2
Arachidonic acid metabolism,alox12b,compound,cyp2j2
Arachidonic acid metabolism,alox12,compound,cyp2j2
Arachidonic acid metabolism,,compound,cyp2j2
Arachidonic acid metabolism,cyp2b6*cyp2j2,compound,cyp2e1
Arachidonic acid metabolism,cyp2b6*cyp2c9*cyp2j2,compound,cyp2e1
Arachidonic acid metabolism,cyp2b6*cyp2c8*cyp2c9*cyp2j2,compound,cyp2e1
Arachidonic acid metabolism,alox15*alox15b,compound,cyp2j2
Arachidonic acid metabolism,cyp2b6*cyp2c9*cyp2j2,compound,pla2g4b*plaat3*pla2g4e*plb1*pla2g4f*pla2g2d*pla2g4d*pla2g2e*pla2g2c*pla2g3*pla2g1b*pla2g2a*pla2g4a*pla2g5*plaat2*pla2g2f*pla2g12a*pla2g6*pla2g10*pla2g12b*pla2g4c*jmjd7-pla2g4b
Arachidonic acid metabolism,alox12b,compound,cyp2u1
Arachidonic acid metabolism,ptgs1*ptgs2,compound,cyp2j2
Arachidonic acid metabolism,cyp4f8,compound,pla2g4b*plaat3*pla2g4e*plb1*pla2g4f*pla2g2d*pla2g4d*pla2g2e*pla2g2c*pla2g3*pla2g1b*pla2g2a*pla2g4a*pla2g5*plaat2*pla2g2f*pla2g12a*pla2g6*pla2g10*pla2g12b*pla2g4c*jmjd7-pla2g4b
Arachidonic acid metabolism,cyp2b6*cyp2j2,compound,pla2g4b*plaat3*pla2g4e*plb1*pla2g4f*pla2g2d*pla2g4d*pla2g2e*pla2g2c*pla2g3*pla2g1b*pla2g2a*pla2g4a*pla2g5*plaat2*pla2g2f*pla2g12a*pla2g6*pla2g10*pla2g12b*pla2g4c*jmjd7-pla2g4b
Arachidonic acid metabolism,alox15b,compound,cyp2u1
Arachidonic acid metabolism,hpgd,compound,cbr1*cbr3
Arachidonic acid metabolism,ptgr2*ptgr1*zadh2,compound,hpgd
Arachidonic acid metabolism,alox12,compound,pla2g4b*plaat3*pla2g4e*plb1*pla2g4f*pla2g2d*pla2g4d*pla2g2e*pla2g2c*pla2g3*pla2g1b*pla2g2a*pla2g4a*pla2g5*plaat2*pla2g2f*pla2g12a*pla2g6*pla2g10*pla2g12b*pla2g4c*jmjd7-pla2g4b
Arachidonic acid metabolism,alox5,compound,ptgs1*ptgs2
Arachidonic acid metabolism,alox5,compound,cyp2j2
Arachidonic acid metabolism,cbr1*cbr3,compound,hpgd
