pathway,source,interactiontype,target
Alcoholism,HAT1,binding/association,H4-16*H4C15*H4C9*H4C1*H4C4*H4C6*H4C12*H4C11*H4C3*H4C8*H4C2*H4C5*H4C13*H4C7*H4C14*H3C14*H3-3A*H3-3B*H3C15*H3-5*H3C13*H3-4*H3C1*H3C4*H3C3*H3C6*H3C11*H3C8*H3C12*H3C10*H3C2*H3C7
Alcoholism,C00575,activation,PRKACA*PRKACB*PRKACG
Alcoholism,ARAF*RAF1*BRAF,activation$phosphorylation,MAP2K1
Alcoholism,C03758,activation,DRD1
Alcoholism,MAP2K1,activation$phosphorylation,MAPK1*MAPK3
Alcoholism,DRD1,activation,GNAS
Alcoholism,ARAF*RAF1*BRAF,activation$phosphorylation,MAP2K1
Alcoholism,GNAS,activation,ADCY5
Alcoholism,MAP2K1,activation$phosphorylation,MAPK1*MAPK3
Alcoholism,C00212,activation,ADORA2A*ADORA2B
Alcoholism,PRKACA*PRKACB*PRKACG,activation$phosphorylation,PPP1R1B
Alcoholism,ADORA2A*ADORA2B,activation,GNAS
Alcoholism,PRKACA*PRKACB*PRKACG,activation$phosphorylation,GRIN3A*GRIN3B*GRIN1*GRIN2A*GRIN2B*GRIN2C*GRIN2D
Alcoholism,GNAS,activation,ADCY5
Alcoholism,C00469,inhibition,GRIN3A*GRIN3B*GRIN1*GRIN2A*GRIN2B*GRIN2C*GRIN2D
Alcoholism,BDNF,activation,NTRK2
Alcoholism,PKIA,inhibition,PRKACA*PRKACB*PRKACG
Alcoholism,SOS1*SOS2,activation,HRAS*KRAS*NRAS
Aldosterone-regulated sodium reabsorption,SFN,binding/association,NEDD4L
Aldosterone-regulated sodium reabsorption,KRAS,activation$indirect effect,P3R3URF-PIK3R3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3
Aldosterone-regulated sodium reabsorption,C00735,state change,C00762
Aldosterone-regulated sodium reabsorption,C00735,activation,NR3C2
Aldosterone-regulated sodium reabsorption,C01780,activation,NR3C2
Aldosterone-regulated sodium reabsorption,NR3C2,expression,SCNN1A*SCNN1B*SCNN1G
Aldosterone-regulated sodium reabsorption,NR3C2,expression,SGK1
Aldosterone-regulated sodium reabsorption,NR3C2,expression,KRAS
Aldosterone-regulated sodium reabsorption,NR3C2,expression,FXYD4
Aldosterone-regulated sodium reabsorption,NR3C2,expression,ATP1B4*ATP1A1*ATP1A2*ATP1A3*ATP1A4*ATP1B1*ATP1B2*ATP1B3*FXYD2
Aldosterone-regulated sodium reabsorption,INS,activation,INSR
Aldosterone-regulated sodium reabsorption,IGF1,activation,INSR
Aldosterone-regulated sodium reabsorption,INSR,activation,IRS1
Aldosterone-regulated sodium reabsorption,IRS1,activation,P3R3URF-PIK3R3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3
Aldosterone-regulated sodium reabsorption,P3R3URF-PIK3R3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3,activation,C05981
Aldosterone-regulated sodium reabsorption,C05981,activation,PDPK1
Aldosterone-regulated sodium reabsorption,PDPK1,activation$phosphorylation,SGK1
Aldosterone-regulated sodium reabsorption,SGK1,activation,KCNJ1
Aldosterone-regulated sodium reabsorption,SGK1,inhibition$phosphorylation,NEDD4L
Aldosterone-regulated sodium reabsorption,NEDD4L,ubiquitination,SCNN1A*SCNN1B*SCNN1G
Allograft rejection,FASLG,activation,FAS
Allograft rejection,CD80*CD86,activation,CD28
Allograft rejection,CD80*CD86,activation,CD28
Allograft rejection,CD80*CD86,activation,CD28
Allograft rejection,CD40LG,activation,CD40
Allograft rejection,hsa:102723407,binding/association,HLA-A*HLA-B*HLA-C*HLA-DMA*HLA-DMB*HLA-DOA*HLA-DOB*HLA-DPA1*HLA-DPB1*HLA-DQA1*HLA-DQA2*HLA-DQB1*HLA-DRA*HLA-DRB1*HLA-DRB3*HLA-DRB4*HLA-DRB5*HLA-E*HLA-F*HLA-G
Allograft rejection,CD40LG,activation,CD40
Aminoacyl-tRNA biosynthesis,,compound,YARS2*YARS1
Aminoacyl-tRNA biosynthesis,,compound,KARS1
Aminoacyl-tRNA biosynthesis,EARS2*EPRS1,compound,
Aminoacyl-tRNA biosynthesis,MARS1*MARS2,compound,MTFMT
Aminoacyl-tRNA biosynthesis,QARS1,compound,
Aminoacyl-tRNA biosynthesis,AARS1*AARS2,compound,
Aminoacyl-tRNA biosynthesis,IARS1*IARS2,compound,
Aminoacyl-tRNA biosynthesis,DARS1*DARS2,compound,
Aminoacyl-tRNA biosynthesis,VARS2*VARS1,compound,
Aminoacyl-tRNA biosynthesis,NARS1*NARS2,compound,
Aminoacyl-tRNA biosynthesis,LARS2*LARS1,compound,
Aminoacyl-tRNA biosynthesis,,compound,MARS1*MARS2
Aminoacyl-tRNA biosynthesis,CARS2*CARS1,compound,
Aminoacyl-tRNA biosynthesis,RARS2*RARS1,compound,
Aminoacyl-tRNA biosynthesis,WARS2*WARS1,compound,
Aminoacyl-tRNA biosynthesis,HARS2*HARS1,compound,
Aminoacyl-tRNA biosynthesis,FARSB*FARS2*FARSA,compound,
Aminoacyl-tRNA biosynthesis,SARS2*SARS1,compound,PSTK
Aminoacyl-tRNA biosynthesis,PSTK,compound,SEPSECS
Aminoacyl-tRNA biosynthesis,GATC*GATB*QRSL1,compound,QARS1
Aminoacyl-tRNA biosynthesis,GATC*GATB*QRSL1,compound,NARS1*NARS2
Aminoacyl-tRNA biosynthesis,,compound,TARS3*TARS1*TARS2
Aminoacyl-tRNA biosynthesis,,compound,GARS1
Aminoacyl-tRNA biosynthesis,,compound,SARS2*SARS1
Aminoacyl-tRNA biosynthesis,,compound,SARS2*SARS1
Aminoacyl-tRNA biosynthesis,,compound,EPRS1*PARS2
Amoebiasis,SERPINB6*SERPINB9*SERPINB10*SERPINB13*SERPINB3*SERPINB4,inhibition,CTSG
Amoebiasis,C01074,activation$indirect effect,C00076
Amoebiasis,GNA11*GNA15*GNAQ*GNA14,activation$indirect effect,PLCB1*PLCB2*PLCB3*PLCB4
Amoebiasis,TLR2*TLR4*CD14,activation$indirect effect,NFKB1*RELA
Amoebiasis,GNAL*GNAS,activation$indirect effect,ADCY1
Amoebiasis,ITGAM*ITGB2,activation,P3R3URF-PIK3R3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3
Amoebiasis,ADCY1,compound$activation$indirect effect,PRKACA*PRKACB*PRKACG
Amoebiasis,HSPB1,inhibition$indirect effect,NFKB1*RELA
Amoebiasis,P3R3URF-PIK3R3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3,activation$indirect effect,C00027
Amoebiasis,IL1B,activation,IL1R1*IL1R2
Amoebiasis,PRDX1,inhibition,C00027
Amoebiasis,PLCB1*PLCB2*PLCB3*PLCB4,compound$activation,PRKCA*PRKCB*PRKCG
Amoebiasis,IL1R1*IL1R2,activation$indirect effect,NFKB1*RELA
Amphetamine addiction,PRKCA*PRKCB*PRKCG,activation,SLC6A3
Amphetamine addiction,SIRT1,repression,FOS
Amphetamine addiction,HDAC1*HDAC2,repression,FOS
Amphetamine addiction,FOSB,binding/association,SIRT1
Amphetamine addiction,FOSB,repression,FOS
Amphetamine addiction,C03758,activation,DRD1
Amphetamine addiction,FOSB,binding/association,HDAC1*HDAC2
Amphetamine addiction,FOSB,binding/association,JUN
Amphetamine addiction,C00025,activation,GRIA1*GRIA2*GRIA3*GRIA4
Amphetamine addiction,C00076,binding/association,CALML6*CALML5*CALM1*CALM2*CALM3*CALML3*CALML4
Amphetamine addiction,GNAS,activation,ADCY5
Amphetamine addiction,CREB3*CREB1*ATF2*ATF6B*CREB3L4*ATF4*CREB3L2*CREB3L3*CREB3L1*CREB5,expression,FOSB
Amphetamine addiction,C00076,binding/association,CALML6*CALML5*CALM1*CALM2*CALM3*CALML3*CALML4
Amphetamine addiction,CREB3*CREB1*ATF2*ATF6B*CREB3L4*ATF4*CREB3L2*CREB3L3*CREB3L1*CREB5,expression,FOS
Amphetamine addiction,dr:D07445,activation,CAMK2A*CAMK2B*CAMK2D*CAMK2G
Amphetamine addiction,PRKACA*PRKACB*PRKACG,activation$phosphorylation,GRIA1*GRIA2*GRIA3*GRIA4
Amphetamine addiction,CREB3*CREB1*ATF2*ATF6B*CREB3L4*ATF4*CREB3L2*CREB3L3*CREB3L1*CREB5,expression,ARC
Amphetamine addiction,CAMK2A*CAMK2B*CAMK2D*CAMK2G,activation,SLC6A3
Amphetamine addiction,PRKACA*PRKACB*PRKACG,activation$phosphorylation,GRIN3A*GRIN3B*GRIN1*GRIN2A*GRIN2B*GRIN2C*GRIN2D
Amphetamine addiction,CAMK4*CAMK2A*CAMK2B*CAMK2D*CAMK2G,activation,CREB3*CREB1*ATF2*ATF6B*CREB3L4*ATF4*CREB3L2*CREB3L3*CREB3L1*CREB5
Amphetamine addiction,CREB3*CREB1*ATF2*ATF6B*CREB3L4*ATF4*CREB3L2*CREB3L3*CREB3L1*CREB5,expression,PDYN
Amphetamine addiction,PRKACA*PRKACB*PRKACG,activation$phosphorylation,CACNA1C*CACNA1D
Amphetamine addiction,PPP1CA*PPP1CB*PPP1CC,inhibition$dephosphorylation,CREB3*CREB1*ATF2*ATF6B*CREB3L4*ATF4*CREB3L2*CREB3L3*CREB3L1*CREB5
Amphetamine addiction,ADCY5,activation,C00575
Amphetamine addiction,PRKACA*PRKACB*PRKACG,activation$phosphorylation,GRIN3A*GRIN3B*GRIN1*GRIN2A*GRIN2B*GRIN2C*GRIN2D
Amphetamine addiction,PPP1CA*PPP1CB*PPP1CC,inhibition$dephosphorylation,CREB3*CREB1*ATF2*ATF6B*CREB3L4*ATF4*CREB3L2*CREB3L3*CREB3L1*CREB5
Amphetamine addiction,C00575,activation,PRKACA*PRKACB*PRKACG
Amphetamine addiction,PRKACA*PRKACB*PRKACG,activation$phosphorylation,CACNA1C*CACNA1D
Amphetamine addiction,PPP1R1B,inhibition,PPP1CA*PPP1CB*PPP1CC
Amphetamine addiction,dr:D07445,activation,TH
Amphetamine addiction,CAMK2A*CAMK2B*CAMK2D*CAMK2G,activation,SLC6A3
Amphetamine addiction,PPP1R1B,inhibition,PPP1CA*PPP1CB*PPP1CC
Amphetamine addiction,dr:D07445,inhibition,MAOA*MAOB
Amphetamine addiction,C03758,activation,DRD1
Amphetamine addiction,dr:D07445,inhibition,MAOA*MAOB
Amphetamine addiction,DRD1,activation,GNAS
Amphetamine addiction,dr:D07445,activation,TH
Amphetamine addiction,SLC6A3,binding/association,STX1A
Amphetamine addiction,SLC6A3,binding/association,STX1A
Amphetamine addiction,C00025,activation,GRIN3A*GRIN3B*GRIN1*GRIN2A*GRIN2B*GRIN2C*GRIN2D
Amphetamine addiction,CALML6*CALML5*CALM1*CALM2*CALM3*CALML3*CALML4,activation,PPP3CA*PPP3CB*PPP3CC*PPP3R1*PPP3R2
Amphetamine addiction,C00025,activation,GRIA1*GRIA2*GRIA3*GRIA4
Amphetamine addiction,C00575,activation,PRKACA*PRKACB*PRKACG
Amphetamine addiction,CALML6*CALML5*CALM1*CALM2*CALM3*CALML3*CALML4,activation,CAMK4*CAMK2A*CAMK2B*CAMK2D*CAMK2G
Amphetamine addiction,ADCY5,activation,C00575
Amphetamine addiction,GNAS,activation,ADCY5
Amphetamine addiction,PRKCA*PRKCB*PRKCG,activation,SLC6A3
Amphetamine addiction,DRD1,activation,GNAS
Amphetamine addiction,dr:D07445,activation,CAMK2A*CAMK2B*CAMK2D*CAMK2G
Amphetamine addiction,C03758,activation,DRD1
Amphetamine addiction,C00025,activation,GRIN3A*GRIN3B*GRIN1*GRIN2A*GRIN2B*GRIN2C*GRIN2D
AMPK signaling pathway,TSC2*TSC1,inhibition,RHEB
AMPK signaling pathway,ADIPOQ,activation,ADIPOR1*ADIPOR2
AMPK signaling pathway,FOXO1*FOXO3,state change,FOXO1*FOXO3
AMPK signaling pathway,MTOR*RPTOR*AKT1S1,inhibition,EIF4EBP1
AMPK signaling pathway,C00076,activation,CAMKK2
AMPK signaling pathway,PPARGC1A,state change,PPARGC1A
AMPK signaling pathway,MTOR*RPTOR*AKT1S1,inhibition,ULK1
AMPK signaling pathway,ELAVL1,activation,CCND1
AMPK signaling pathway,HNF4A,expression,G6PC*G6PC2*G6PC3
AMPK signaling pathway,CAMKK2,activation$phosphorylation,PRKAG2*PRKAG3*PRKAA1*PRKAA2*PRKAB1*PRKAB2*PRKAG1
AMPK signaling pathway,ELAVL1,activation,CCNA2*CCNA1
AMPK signaling pathway,HNF4A,expression,PCK1*PCK2
AMPK signaling pathway,STRADB*STRADA*STK11*CAB39*CAB39L,activation$phosphorylation,PRKAG2*PRKAG3*PRKAA1*PRKAA2*PRKAB1*PRKAB2*PRKAG1
AMPK signaling pathway,RAB10*RAB8A*RAB14*RAB2A*RAB11B,activation,SLC2A4
AMPK signaling pathway,CRTC2,expression,PCK1*PCK2
AMPK signaling pathway,MAP3K7,activation$phosphorylation,PRKAG2*PRKAG3*PRKAA1*PRKAA2*PRKAB1*PRKAB2*PRKAG1
AMPK signaling pathway,IGF1,activation,IGF1R
AMPK signaling pathway,CRTC2,expression,PPARGC1A
AMPK signaling pathway,CAMKK2,activation$phosphorylation,PRKAG2*PRKAG3*PRKAA1*PRKAA2*PRKAB1*PRKAB2*PRKAG1
AMPK signaling pathway,IGF1R,activation,IRS1*IRS4*IRS2
AMPK signaling pathway,CREB3*CREB1*CREB3L4*CREB3L2*CREB3L3*CREB3L1*CREB5,binding/association,CRTC2
AMPK signaling pathway,PRKAG2*PRKAG3*PRKAA1*PRKAA2*PRKAB1*PRKAB2*PRKAG1,activation$phosphorylation,PFKFB1*PFKFB2*PFKFB3*PFKFB4
AMPK signaling pathway,INS,activation,INSR
AMPK signaling pathway,C00003,activation,SIRT1
AMPK signaling pathway,PPARGC1A,expression,SLC2A4
AMPK signaling pathway,PRKAG2*PRKAG3*PRKAA1*PRKAA2*PRKAB1*PRKAB2*PRKAG1,activation$phosphorylation,EEF2K
AMPK signaling pathway,INSR,activation,IRS1*IRS4*IRS2
AMPK signaling pathway,SREBF1,expression,FASN
AMPK signaling pathway,PRKAG2*PRKAG3*PRKAA1*PRKAA2*PRKAB1*PRKAB2*PRKAG1,activation$phosphorylation,PPARGC1A
AMPK signaling pathway,IRS1*IRS4*IRS2,activation,P3R3URF-PIK3R3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3
AMPK signaling pathway,SREBF1,expression,ACACA
AMPK signaling pathway,PRKAG2*PRKAG3*PRKAA1*PRKAA2*PRKAB1*PRKAB2*PRKAG1,activation$phosphorylation,MLYCD
AMPK signaling pathway,P3R3URF-PIK3R3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3,activation,C05981
AMPK signaling pathway,SREBF1,expression,SCD*SCD5
AMPK signaling pathway,PRKAG2*PRKAG3*PRKAA1*PRKAA2*PRKAB1*PRKAB2*PRKAG1,activation$phosphorylation,TSC2*TSC1
AMPK signaling pathway,C05981,activation,PDPK1
AMPK signaling pathway,PRKAG2*PRKAG3*PRKAA1*PRKAA2*PRKAB1*PRKAB2*PRKAG1,inhibition$phosphorylation,TBC1D1
AMPK signaling pathway,PDPK1,activation$phosphorylation,AKT3*AKT1*AKT2
AMPK signaling pathway,RHEB,activation,MTOR*RPTOR*AKT1S1
AMPK signaling pathway,TBC1D1,inhibition,RAB10*RAB8A*RAB14*RAB2A*RAB11B
AMPK signaling pathway,PRKAG2*PRKAG3*PRKAA1*PRKAA2*PRKAB1*PRKAB2*PRKAG1,inhibition$phosphorylation,CRTC2
AMPK signaling pathway,MTOR*RPTOR*AKT1S1,activation,RPS6KB1*RPS6KB2
AMPK signaling pathway,ADRA1A,activation$indirect effect,PRKAG2*PRKAG3*PRKAA1*PRKAA2*PRKAB1*PRKAB2*PRKAG1
AMPK signaling pathway,PRKAG2*PRKAG3*PRKAA1*PRKAA2*PRKAB1*PRKAB2*PRKAG1,inhibition$phosphorylation,GYS1*GYS2
AMPK signaling pathway,MTOR*RPTOR*AKT1S1,activation,PPARG
AMPK signaling pathway,PRKAG2*PRKAG3*PRKAA1*PRKAA2*PRKAB1*PRKAB2*PRKAG1,activation$indirect effect,CD36
AMPK signaling pathway,PRKAG2*PRKAG3*PRKAA1*PRKAA2*PRKAB1*PRKAB2*PRKAG1,inhibition$phosphorylation,LIPE
AMPK signaling pathway,C00665,inhibition,FBP1*FBP2
AMPK signaling pathway,C00665,activation,PFKL*PFKM*PFKP
AMPK signaling pathway,PRKAG2*PRKAG3*PRKAA1*PRKAA2*PRKAB1*PRKAB2*PRKAG1,inhibition$indirect effect,SREBF1
AMPK signaling pathway,PRKAG2*PRKAG3*PRKAA1*PRKAA2*PRKAB1*PRKAB2*PRKAG1,inhibition$phosphorylation,HMGCR
AMPK signaling pathway,PRKAG2*PRKAG3*PRKAA1*PRKAA2*PRKAB1*PRKAB2*PRKAG1,inhibition,ELAVL1
AMPK signaling pathway,PRKAG2*PRKAG3*PRKAA1*PRKAA2*PRKAB1*PRKAB2*PRKAG1,inhibition$phosphorylation,CFTR
AMPK signaling pathway,PRKAG2*PRKAG3*PRKAA1*PRKAA2*PRKAB1*PRKAB2*PRKAG1,inhibition$phosphorylation,ACACB
AMPK signaling pathway,EEF2K,inhibition,EEF2
AMPK signaling pathway,ADIPOR1*ADIPOR2,activation$indirect effect,C00076
AMPK signaling pathway,PRKAG2*PRKAG3*PRKAA1*PRKAA2*PRKAB1*PRKAB2*PRKAG1,inhibition$phosphorylation,ACACA
AMPK signaling pathway,C00083,inhibition,CPT1C*CPT1A*CPT1B
AMPK signaling pathway,CIDEA,inhibition,PRKAG2*PRKAG3*PRKAA1*PRKAA2*PRKAB1*PRKAB2*PRKAG1
AMPK signaling pathway,PRKAG2*PRKAG3*PRKAA1*PRKAA2*PRKAB1*PRKAB2*PRKAG1,inhibition$phosphorylation,MTOR*RPTOR*AKT1S1
AMPK signaling pathway,C00083,inhibition,CPT1C*CPT1A*CPT1B
AMPK signaling pathway,LEP,activation,LEPR
AMPK signaling pathway,AKT3*AKT1*AKT2,inhibition,TSC2*TSC1
Antifolate resistance,dr:D06238,inhibition,DHFR*DHFR2
Antifolate resistance,CHUK*IKBKB*IKBKG,activation$indirect effect,NFKB1*RELA
Antifolate resistance,C21279,inhibition,TYMS
Antifolate resistance,NFKB1*RELA,expression,TNF
Antifolate resistance,NFKB1*RELA,expression,IL1B
Antifolate resistance,dr:D10803,inhibition,TYMS
Antifolate resistance,NFKB1*RELA,expression,IL6
Antifolate resistance,dr:D05999,inhibition,DHFR*DHFR2
Apelin signaling pathway,PPARGC1A,expression,UCP1
Apelin signaling pathway,SPHK2*SPHK1,activation,C06124
Apelin signaling pathway,PRKCE,activation,SLC9A1
Apelin signaling pathway,PPARGC1A,expression,NRF1
Apelin signaling pathway,APLNR,binding/association,GNB5*GNAQ*GNB1*GNB2*GNB3*GNG3*GNG4*GNG5*GNG7*GNG10*GNG11*GNGT1*GNGT2*GNG13*GNG2*GNG12*GNB4*GNG8
Apelin signaling pathway,PRKCE,activation,MYLK4*MYLK*MYLK2*MYLK3
Apelin signaling pathway,PPARGC1A,expression,TFAM
Apelin signaling pathway,APLNR,binding/association,GNB5*GNAI1*GNAI2*GNAI3*GNB1*GNB2*GNB3*GNG3*GNG4*GNG5*GNG7*GNG10*GNG11*GNGT1*GNGT2*GNG13*GNG2*GNG12*GNB4*GNG8
Apelin signaling pathway,C00076,activation,CALML6*CALML5*CALM1*CALM2*CALM3*CALML3*CALML4
Apelin signaling pathway,KLF2,expression,NOS1*NOS2*NOS3
Apelin signaling pathway,CAMK4,inhibition$phosphorylation,HDAC5*HDAC4
Apelin signaling pathway,CALML6*CALML5*CALM1*CALM2*CALM3*CALML3*CALML4,activation,MYLK4*MYLK*MYLK2*MYLK3
Apelin signaling pathway,SMAD4*SMAD2*SMAD3,expression,SPHK2*SPHK1
Apelin signaling pathway,PDE3B,inhibition,C00575
Apelin signaling pathway,SMAD4*SMAD2*SMAD3,expression,ACTA2
Apelin signaling pathway,PLAT,inhibition,C00290
Apelin signaling pathway,BECN2*BECN1,activation,hsa:392288*MAP1LC3C*MAP1LC3B2*MAP1LC3B*MAP1LC3A
Apelin signaling pathway,SMAD4*SMAD2*SMAD3,expression,CCN2
Apelin signaling pathway,SERPINE1,inhibition,PLAT
Apelin signaling pathway,HDAC5*HDAC4,repression,MEF2B*MEF2A*BORCS8-MEF2B*MEF2C*MEF2D
Apelin signaling pathway,GNB5*GNAI1*GNAI2*GNAI3*GNB1*GNB2*GNB3*GNG3*GNG4*GNG5*GNG7*GNG10*GNG11*GNGT1*GNGT2*GNG13*GNG2*GNG12*GNB4*GNG8,inhibition,ADCY1*ADCY2*ADCY3*ADCY5*ADCY6*ADCY7*ADCY8*ADCY9*ADCY4*ADCY10
Apelin signaling pathway,CALML6*CALML5*CALM1*CALM2*CALM3*CALML3*CALML4,activation,NOS1*NOS2*NOS3
Apelin signaling pathway,MAPK1*MAPK3,activation,SLC9A1
Apelin signaling pathway,MEF2B*MEF2A*BORCS8-MEF2B*MEF2C*MEF2D,expression,KLF2
Apelin signaling pathway,NOS1*NOS2*NOS3,activation,C00533
Apelin signaling pathway,PRKACA*PRKACB*PRKACG,activation$phosphorylation,LIPE
Apelin signaling pathway,PRKAG2*PRKAG3*PRKAA1*PRKAA2*PRKAB1*PRKAB2*PRKAG1,expression$indirect effect,PPARGC1A
Apelin signaling pathway,ADCY1*ADCY2*ADCY3*ADCY5*ADCY6*ADCY7*ADCY8*ADCY9*ADCY4*ADCY10,activation,C00575
Apelin signaling pathway,RPS6KB1*RPS6KB2,activation,RPS6
Apelin signaling pathway,AKT3*AKT1*AKT2,activation$phosphorylation,PDE3B
Apelin signaling pathway,PRKAG2*PRKAG3*PRKAA1*PRKAA2*PRKAB1*PRKAB2*PRKAG1,expression$indirect effect,KLF2
Apelin signaling pathway,APLNR,binding/association,GNA13*GNB5*GNB1*GNB2*GNB3*GNG3*GNG4*GNG5*GNG7*GNG10*GNG11*GNGT1*GNGT2*GNG13*GNG2*GNG12*GNB4*GNG8
Apelin signaling pathway,GNB5*GNAI1*GNAI2*GNAI3*GNB1*GNB2*GNB3*GNG3*GNG4*GNG5*GNG7*GNG10*GNG11*GNGT1*GNGT2*GNG13*GNG2*GNG12*GNB4*GNG8,activation,PIK3R6*PIK3R5*PIK3CG
Apelin signaling pathway,AKT3*AKT1*AKT2,activation$phosphorylation,MAPK1*MAPK3
Apelin signaling pathway,PRKAG2*PRKAG3*PRKAA1*PRKAA2*PRKAB1*PRKAB2*PRKAG1,repression$indirect effect,SPHK2*SPHK1
Apelin signaling pathway,SMAD2*SMAD3,binding/association,SMAD4
Apelin signaling pathway,GNB5*GNAI1*GNAI2*GNAI3*GNB1*GNB2*GNB3*GNG3*GNG4*GNG5*GNG7*GNG10*GNG11*GNGT1*GNGT2*GNG13*GNG2*GNG12*GNB4*GNG8,activation,PRKCE
Apelin signaling pathway,AKT3*AKT1*AKT2,activation$phosphorylation,NOS1*NOS2*NOS3
Apelin signaling pathway,GNA13*GNB5*GNB1*GNB2*GNB3*GNG3*GNG4*GNG5*GNG7*GNG10*GNG11*GNGT1*GNGT2*GNG13*GNG2*GNG12*GNB4*GNG8,activation$indirect effect,CAMK4
Apelin signaling pathway,PIK3R4*PIK3C3,binding/association,BECN2*BECN1
Apelin signaling pathway,APELA*APLN,activation,APLNR
Apelin signaling pathway,C00575,activation,PRKACA*PRKACB*PRKACG
Apelin signaling pathway,PIK3R6*PIK3R5*PIK3CG,phosphorylation$indirect effect,AKT3*AKT1*AKT2
Apelin signaling pathway,C00575,activation,PRKACA*PRKACB*PRKACG
Apelin signaling pathway,MAPK1*MAPK3,activation,RPS6KB1*RPS6KB2
Apelin signaling pathway,GNB5*GNAQ*GNB1*GNB2*GNB3*GNG3*GNG4*GNG5*GNG7*GNG10*GNG11*GNGT1*GNGT2*GNG13*GNG2*GNG12*GNB4*GNG8,activation,PRKAG2*PRKAG3*PRKAA1*PRKAA2*PRKAB1*PRKAB2*PRKAG1
Apelin signaling pathway,PLCB1*PLCB2*PLCB3*PLCB4,activation,C01245
Apelin signaling pathway,MTOR,activation$phosphorylation,RPS6KB1*RPS6KB2
Apelin signaling pathway,AKT3*AKT1*AKT2,activation$indirect effect,MTOR
Apelin signaling pathway,MAPK1*MAPK3,expression,EGR1
Apelin signaling pathway,PLCB1*PLCB2*PLCB3*PLCB4,activation,C00165
Apelin signaling pathway,GNB5*GNAQ*GNB1*GNB2*GNB3*GNG3*GNG4*GNG5*GNG7*GNG10*GNG11*GNGT1*GNGT2*GNG13*GNG2*GNG12*GNB4*GNG8,activation,RRAS2*MRAS*HRAS*KRAS*NRAS*RRAS
Apelin signaling pathway,MAPK1*MAPK3,activation$phosphorylation,RPS6KB1*RPS6KB2
Apelin signaling pathway,MAPK1*MAPK3,expression,JAG1
Apelin signaling pathway,SMAD4*SMAD2*SMAD3,repression,CDH1
Apelin signaling pathway,C00165,activation,PRKCE
Apelin signaling pathway,GNB5*GNAQ*GNB1*GNB2*GNB3*GNG3*GNG4*GNG5*GNG7*GNG10*GNG11*GNGT1*GNGT2*GNG13*GNG2*GNG12*GNB4*GNG8,activation,PLCB1*PLCB2*PLCB3*PLCB4
Apelin signaling pathway,MAP2K1*MAP2K2,activation$phosphorylation,MAPK1*MAPK3
Apelin signaling pathway,JAG1,binding/association,NOTCH3
Apelin signaling pathway,APELA*APLN,repression,TGFBR1
Apelin signaling pathway,PRKCE,activation,RRAS2*MRAS*HRAS*KRAS*NRAS*RRAS
Apelin signaling pathway,TGFBR1,activation,SMAD2*SMAD3
Apelin signaling pathway,MYLK4*MYLK*MYLK2*MYLK3,activation$phosphorylation,MYL2*MYL3*MYL4
Apelin signaling pathway,EGR1,expression,SPP1
Apelin signaling pathway,APELA*APLN,repression,SERPINE1
Apelin signaling pathway,RRAS2*MRAS*HRAS*KRAS*NRAS*RRAS,activation,RAF1
Apelin signaling pathway,NOS1*NOS2*NOS3,activation,C00533
Apelin signaling pathway,RAF1,activation$phosphorylation,MAP2K1*MAP2K2
Apelin signaling pathway,JAG1*NOTCH3,expression,CCND1
Apelin signaling pathway,AGTR1,activation,SERPINE1
Apelin signaling pathway,C01245,activation,ITPR1*ITPR2*ITPR3
Apelin signaling pathway,PRKACA*PRKACB*PRKACG,activation$phosphorylation,LIPE
Apelin signaling pathway,APLNR,expression$indirect effect,PIK3R4*PIK3C3
Apelin signaling pathway,C01245,activation,RYR1*RYR2*RYR3
Apelin signaling pathway,PRKAG2*PRKAG3*PRKAA1*PRKAA2*PRKAB1*PRKAB2*PRKAG1,expression,PLIN1
Apelin signaling pathway,RYR1*RYR2*RYR3,activation,C00076
Apoptosis - multiple species,BIRC2*BIRC3*XIAP*BIRC5,inhibition,CASP7
Apoptosis - multiple species,BIRC2*BIRC3*XIAP*BIRC5,inhibition,CASP3
Apoptosis - multiple species,BIRC7,inhibition,CASP7
Apoptosis - multiple species,BCL2L1,inhibition,BAK1
Apoptosis - multiple species,NGFR,activation,FADD
Apoptosis - multiple species,MAPK8*MAPK9*MAPK10,activation$indirect effect,APAF1
Apoptosis - multiple species,TNFRSF1A,activation,FADD
Apoptosis - multiple species,FADD,activation,CASP8
Apoptosis - multiple species,CASP8,activation,CASP7
Apoptosis - multiple species,CYCS,activation,APAF1
Apoptosis - multiple species,APAF1,activation,CASP9
Apoptosis - multiple species,CASP9,activation,CASP7
Apoptosis - multiple species,CASP9,activation,CASP3
Apoptosis - multiple species,BCL2L11*BBC3*PMAIP1*BID,inhibition,BCL2*BCL2L1
